PerformanceId,JokeId,HumanScore,length,intensity_mean,intensity_std,intensity_min,intensity_max,pitch_mean,pitch_std,pitch_min,pitch_max,1_mean,1_std,1_min,1_max,2_mean,2_std,2_min,2_max,3_mean,3_std,3_min,3_max,4_mean,4_std,4_min,4_max,5_mean,5_std,5_min,5_max,6_mean,6_std,6_min,6_max,7_mean,7_std,7_min,7_max,8_mean,8_std,8_min,8_max,9_mean,9_std,9_min,9_max,10_mean,10_std,10_min,10_max,11_mean,11_std,11_min,11_max,12_mean,12_std,12_min,12_max
0,29,1,4.2089375,68.16170107112968,9.870894134962548,48.868155475375055,82.23063733790552,230.42848914949343,60.89771173689625,92.0724470197485,289.68806336685213,87.41465892691909,41.02540557099717,-10.249363232823727,199.7691608361252,-70.33910016150239,46.59687997396386,-165.0495465412173,35.146334823418826,-14.180774249688183,30.246201971287253,-103.38378256678577,53.35903991244207,-43.57377721834089,23.5875732251679,-119.20564119580267,34.47451550830156,-7.001680650388787,29.90820090157937,-85.1092473168169,74.2527582135462,-10.127851654331455,16.68674396100743,-61.75675399842745,44.510017541499685,-9.36089889747731,18.701463807729365,-61.7324809321757,40.13574455012941,8.305629846407822,20.403532139358735,-54.34379416035451,68.92508949467344,6.549813970082001,15.564209862271802,-44.46289256947691,71.68592882878558,-22.98416913699417,15.589043180271224,-67.74296492793594,33.8174409458277,-15.582388990436577,14.162427462502531,-68.67727814135131,30.496191090447866,-1.2213081144058966,14.734052129814707,-47.763377951138935,43.03596519559759
0,15,1,2.4089375,68.06298766717144,7.3287017406248305,53.4313253725356,78.96144817687166,201.83556205496598,51.425177880725926,97.04291434710993,287.9184847291264,78.7088291431371,34.66368612836184,-20.0711636355213,154.34366869856936,-76.55936533942386,40.81554268414847,-160.8938283154282,51.53725755864995,-14.039433773090469,23.850770189919423,-72.63674439715534,53.25580146152873,-30.62338169279118,17.58439716171835,-94.42486381207198,14.379626351928076,-11.361879027798572,24.120671833005556,-85.31047686144461,44.22672682278628,-16.064437767999195,22.085477465526846,-85.33871915865376,60.06881826475829,-12.429714878779935,16.893510676417478,-58.65004539715373,35.361689342303215,0.14861052268458957,16.70669739223641,-51.929054609053864,42.906838503442266,11.572681584345336,15.854955927638027,-47.3397898175714,54.07816657227897,-11.893196613728026,17.719476255866862,-57.12895930351547,42.00477516153272,-1.0298693329018997,16.406659311892902,-51.082908338831366,53.80564406575593,-8.119191000617276,15.69232072476707,-51.48061775414513,37.5757947214074
0,22,0,2.0849375,56.886379246332105,4.714187771084282,49.03715256363465,69.19514096758186,217.60772346341514,57.97705619546008,113.13359309097213,263.3630835539634,129.84788364758248,23.9672794861227,56.26812641723357,191.37034065190988,-28.769830303146154,32.15262980491953,-114.31561720036007,70.78819355616673,7.963468522076825,28.07740748615147,-55.56133788030671,86.4455351751953,-29.367709488383557,23.05740871347281,-86.99847485387717,55.201047635915415,-21.252523301880196,21.364130228370595,-87.95836718751536,37.26378940631412,4.056517326563019,17.730962332861964,-55.63748483634312,54.90935640169287,-12.728427799713396,22.17062383040315,-79.53852258562854,43.98817486465202,5.241665856003531,16.85624757502494,-50.12683916947742,66.33418074993787,3.9268465470509324,15.073962957926375,-34.70702019316549,62.760265323491154,-9.93497912447719,16.42359128668707,-55.439553979531226,44.33064609033353,-2.403599972163347,11.816806713337503,-36.40774009491943,42.29297548023124,-1.3662507730233855,13.751150487628944,-35.7374195695452,54.589974958305554
0,11,0,1.0769375,59.67452379408171,3.4650178327618137,41.53934632189376,67.60331880824161,116.92780670652174,9.00720159662018,90.27808860743903,121.65537436776502,121.34220368545596,30.554006322813276,8.185786099662572,199.0096334240406,-35.893559424190244,20.278734289230435,-90.73444957281711,2.378532592645574,-6.514111335432282,20.318035060336978,-62.45747699510379,46.07227767773819,-27.28872211812966,18.143492828101753,-82.7159643713267,20.78042042026741,-14.237944692729112,20.877113730636488,-62.62294557642243,50.0347199097066,-18.08902605023831,16.126682717060618,-66.41182331596983,24.301821712874336,-6.347160199868863,16.28379172186032,-58.020599990734645,29.373257800333636,2.124874127021331,16.285846829043983,-42.700575732244026,43.5407476466585,-2.880270018055693,12.398100367615232,-39.214545749742285,27.539424532072946,-13.436847400686732,13.38481121286359,-56.849465625607934,22.802035914981637,-4.01018424433816,12.434275234280188,-33.95048232628491,38.04183766877889,-7.09646316813097,14.206879256175963,-46.58990287579711,35.109663108419475
0,31,1,3.4169375,64.94697259125768,6.607188771233215,39.933808619220144,74.86995610776846,298.8533320872491,1.162079332212569,298.03161791116486,299.67504626333334,96.86208629875122,28.397974168247625,18.778540140274412,159.0459904155236,-53.70768497625638,37.2737730400656,-134.52482222573394,58.601733509781894,-10.030449097360378,26.80649283179268,-68.79798352343606,89.44747487602054,-36.6546015121073,23.28587236781786,-97.85498905790169,35.21524037408388,-10.162126989246785,19.690778169424085,-76.95872913215456,41.52413419056278,-14.010680331102494,16.615644633169676,-67.5342931221496,30.993849674260765,-11.699494881697536,15.910673939939924,-54.44941978395415,52.045814311783,11.789104576729656,16.477261768104068,-38.68436023050243,69.45805334135234,4.735465999284966,14.010589211139223,-33.393588565206876,47.41961511817558,-18.952871841909175,14.483189657878171,-57.67237301106852,30.547108373971707,-9.986586586905382,14.46567435550606,-49.40553007490778,34.755204510311366,-8.127703586610663,12.546105114193052,-47.77178335976917,34.307575866174275
0,27,1,7.1969375,78.74259521166803,5.011174856572307,50.658093696291644,89.91322800734599,179.15744173241382,33.174203006340406,105.71474905646132,299.89798178801414,42.14970782812993,34.554575999165834,-73.50589110033053,136.66899275912283,-82.34515665390884,38.178016119477526,-173.28840425131665,21.427370591864943,-42.760820419931555,25.270343081671374,-130.8562802665423,30.13048501874683,-39.91178006122624,22.100871840186684,-117.05846233614388,30.26484619915439,-25.236349762370406,36.26492189702733,-120.57464267183582,72.51791706462612,-27.917780394831645,26.605092911580392,-111.04611022982246,47.943344384363485,-20.114207839086212,21.392673804003913,-86.1225010556841,60.411138888882384,-8.646255774223443,24.47617609608678,-86.4845598407249,57.59336613008699,-7.191919977792485,21.42826424041104,-68.01277996167254,60.856567363632294,-16.584768800091908,16.80825227274029,-64.77829408330662,37.97408295884993,-7.6880909077665285,16.283974161796618,-64.0020570606742,51.01756375584029,-5.519132247510401,18.440946293261625,-89.15160232949982,45.75032805040318
0,25,1,4.0289375,69.0436630074307,8.414640553527041,47.774922421884874,82.82454381776637,219.26139681436135,49.32607618054119,81.32481501301875,294.1632744331893,75.97983591163116,38.887077561537886,-34.91783762713265,160.08482944079338,-73.43402520031222,47.51487274173339,-171.1392827835334,56.98531490411392,-20.29963133993367,26.39416657562579,-100.6802518839514,61.99713502773725,-39.206076601272684,18.644650259103994,-93.40420251271807,31.992367867552836,1.5077976582357724,24.579404239716364,-66.3924398248278,78.68840784448359,-4.478685647281876,17.64833971994376,-67.26519351117398,56.53861562745945,-15.49918323338421,17.235820321177723,-66.34108658001408,46.46520472236037,7.947272405989645,17.4064774428433,-34.892459017210435,69.98254519459611,5.390637538501535,15.920228602956687,-37.11673464180692,56.802716108870065,-19.128097700352804,17.08248058396844,-66.61555445212831,35.323206601590286,-6.340394766439743,16.366421438469192,-58.25276979469179,43.983981743611295,-4.717970896345253,15.17665156758495,-55.21369340370923,42.09200776851707
0,9,1,3.8129375,67.55542607898843,6.340803783048407,55.13866074903101,79.49831629438107,207.4448681154135,61.391643183014985,86.35675495320392,297.5767395900045,91.68982816256488,26.518033876075663,12.466602000972212,155.89232855557023,-69.23880919122551,29.43342379076166,-138.77880706874836,24.518525343661462,-22.30881541259169,24.250790252806148,-78.7747340715687,52.323389991347135,-40.419949057526225,22.170505147392173,-90.45865569727422,31.47869864568284,-11.932998397311806,23.889116778038197,-67.2646950197244,58.357753772043296,-4.213581378601887,19.02104826104234,-66.18753321523893,71.3704393391311,-11.675952065803894,17.92310069824277,-58.14650924488512,55.46532354630057,9.300704928331184,16.5844203970467,-44.56515869864264,53.311114800675426,9.153287485379893,15.266568252567867,-32.913323427891186,71.96935515566469,-19.48958483765011,15.356259637223442,-65.77801570443718,30.523656125651183,-10.511139497740963,15.608950866501466,-46.11484220082207,47.815503037802756,0.6644578745416979,16.687935351354472,-50.79206158574585,57.11910567057839
0,16,1,2.8049375,65.65582898791139,6.321856898123065,48.22554111375956,78.21507882212161,160.54758398625282,55.039905998270285,75.96860314914025,260.1987228142451,90.38071095629942,41.43966793169288,-3.4692980466962857,196.16218850263107,-56.48284271436968,41.74266394858444,-155.26949827981602,40.19563103866429,-20.460903491859156,23.842511053477022,-89.4243165020332,48.354141762496,-42.35360766373509,21.991390383889097,-104.22148747972402,22.310437154135123,-7.004249789209334,21.940591565134948,-66.63199431752548,46.700307584551204,-7.59762720523991,22.040879209218637,-79.82211172001368,59.557483116284025,-3.2196936654547486,24.002743192595865,-68.68250948233567,90.6484794623918,6.129095314058271,20.441813884933243,-64.2842525772727,60.16686495516111,-0.25978344325139213,19.138824993844594,-55.20819447694568,47.287220257286386,-11.907471051128148,14.87274506014698,-55.59642631998736,37.263971984977516,-7.555903761310921,14.285358379497747,-48.46747295293301,37.52716282897107,-8.471310741680048,14.30230801382847,-50.470429647211446,36.36737494799143
0,2,1,5.8289375,67.0914818534305,6.588203527016998,37.88845681186762,81.83761904181499,194.31013228580434,56.950648152109515,100.97586925958647,285.11968934959947,45.71371235308673,43.14414487303996,-46.27340356063135,160.79734022920977,-71.97145744930354,36.58848113741348,-161.96550797905005,35.18376101929059,-27.163468808229595,31.391183767755482,-148.5917838800698,57.71789787104266,-23.986453372339906,24.152298119140646,-97.04357720998743,47.48008164603315,-16.524043791620397,20.774045388359085,-96.0655173012583,45.17159904003077,-11.903509964286025,18.17586959678892,-69.37511958947103,46.97801048648123,-2.6674202057917924,15.90931751294404,-54.395431900841295,43.49684819367672,5.611938703470377,16.04301380666917,-52.25695965277839,58.81434229116647,0.15911879421168545,14.77242781197013,-42.15797074649441,60.83193906489684,-6.3016491042673675,13.677992110394838,-47.42853705438215,35.69376129161864,-3.7427672644144816,15.772831472994481,-59.30669462090044,49.43900227798667,-2.1983092895207488,13.390288740800354,-44.39453110044073,56.24257051605761
